date,triplet
18-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""could be on the hook for a USD$1 billion break up fee"", ""tail"": ""If Musk walks away from the deal""}"
18-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""has 16% stake in Tesla"", ""tail"": ""valued at around $120 billion""}"
19-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""traded for a price"", ""tail"": ""$709.42 per share""}"
19-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has a market cap"", ""tail"": ""$734,966,160,000""}"
19-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has a price-earnings ratio"", ""tail"": ""96.40""}"
19-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has a price-book ratio"", ""tail"": ""21.60""}"
19-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""has a EV-to-Ebitda ratio"", ""tail"": ""56.00""}"
20-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""Endorsed"", ""tail"": ""Republican Party""}"
20-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""Declined"", ""tail"": ""6.4%""}"
20-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""Accused of"", ""tail"": ""Sexual Harassment""}"
20-05-2022,"{""head"": ""Tesla"", ""relation"": ""Perceived as"", ""tail"": ""High Key-Man Risk""}"
20-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO"", ""tail"": ""Tesla, SpaceX, Neuralink, Boring Company""}"
22-05-2022,"{""head"": ""Tesla Inc."", ""relation"": "":stock price change"", ""tail"": ""-6.42%""}"
22-05-2022,"{""head"": ""Elon Musk"", ""relation"": "":accused of"", ""tail"": ""sexual harassment""}"
22-05-2022,"{""head"": ""Palo Alto Networks"", ""relation"": "":stock price change"", ""tail"": ""9.7%""}"
22-05-2022,"{""head"": ""CrowdStrike"", ""relation"": "":stock price change"", ""tail"": ""4.3%""}"
22-05-2022,"{""head"": ""Twitter"", ""relation"": "":stock price change"", ""tail"": ""2.7%""}"
23-05-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""stock price"", ""tail"": ""down 37% since January""}"
23-05-2022,"{""head"": ""Tesla"", ""relation"": ""market capitalization"", ""tail"": ""$699.20 billion""}"
23-05-2022,"{""head"": ""Tesla, Inc. (NASDAQ:TSLA)"", ""relation"": ""stock performance"", ""tail"": ""battered after forming a top in early April""}"
23-05-2022,"{""head"": ""Tesla"", ""relation"": ""FQ2 estimates"", ""tail"": ""revised further downwards from April""}"
23-05-2022,"{""head"": ""Tesla"", ""relation"": ""prospects in H2"", ""tail"": ""cautiously optimistic""}"
24-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""lost"", ""tail"": ""5.4% of his fortune""}"
24-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""slid"", ""tail"": ""almost 7%""}"
24-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""losses outpaced"", ""tail"": ""the broader S&P 500 Index""}"
24-05-2022,"{""head"": ""Rivian"", ""relation"": ""spends"", ""tail"": ""$22,000 on its entry-level battery pack""}"
24-05-2022,"{""head"": ""Rivian"", ""relation"": ""spends"", ""tail"": ""$20,000 on drive trains supplied by Robert Bosch GmbH""}"
25-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""dropped plans to partially fund"", ""tail"": ""purchase of Twitter Inc. with a margin loan tied to his Tesla Inc. stake""}"
25-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""increased the size of the deal's equity component"", ""tail"": ""US$33.5 billion""}"
25-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""disposed of"", ""tail"": ""US$8.5 billion of Tesla shares""}"
25-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""has become very political"", ""tail"": ""recent months""}"
25-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""lives in"", ""tail"": ""Texas""}"
26-05-2022,"{""head"": ""Tesla"", ""relation"": ""subject organization of"", ""tail"": ""Vancouver Fire Incident""}"
26-05-2022,"{""head"": ""Jefferies"", ""relation"": ""has prediction"", ""tail"": ""Less upside for Tesla stock""}"
26-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""has risks"", ""tail"": ""Piling up""}"
26-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""has headwinds"", ""tail"": ""Negative news surrounding CEO Elon Musk""}"
26-05-2022,"{""head"": ""Tesla"", ""relation"": ""has stock surge"", ""tail"": ""2.7% advance led by gains in Tesla Inc""}"
27-05-2022,"{""head"": ""Tesla"", ""relation"": ""has fair value"", ""tail"": ""$750""}"
27-05-2022,"{""head"": ""Tesla"", ""relation"": ""is at risk"", ""tail"": ""rollout and begin mass producing its Cybertruck next year""}"
27-05-2022,"{""head"": ""Tesla"", ""relation"": ""has competition"", ""tail"": ""Ford""}"
27-05-2022,"{""head"": ""Tesla"", ""relation"": ""has competition"", ""tail"": ""Rivian""}"
27-05-2022,"{""head"": ""SEC"", ""relation"": ""is looking into"", ""tail"": ""Tesla CEO Elon Musk’s disclosure of his stake in Twitter Inc""}"
28-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""stock price rallied"", ""tail"": ""in the week ending May 27""}"
28-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""net worth dropped"", ""tail"": ""below $200 billion""}"
28-05-2022,"{""head"": ""Tesla stock"", ""relation"": ""added"", ""tail"": ""14.4% for the week""}"
28-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""net worth breached"", ""tail"": ""$200 billion level""}"
28-05-2022,"{""head"": ""Tesla"", ""relation"": ""anti-union stronghold"", ""tail"": ""like Amazon""}"
29-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO of"", ""tail"": ""Tesla Inc.""}"
29-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""conducted a poll"", ""tail"": ""on Twitter""}"
29-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""received support"", ""tail"": ""from both Republicans and Democrats""}"
29-05-2022,"{""head"": ""Dogecoin's on-chain activity"", ""relation"": ""returned to normal levels"", ""tail"": ""after Elon Musk announced plans to purchase Twitter""}"
29-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""stock price"", ""tail"": ""up 7.3%""}"
30-05-2022,"{""head"": ""Tesla"", ""relation"": ""signed contract extension for"", ""tail"": ""150,000 tonnes of supply""}"
30-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""called"", ""tail"": ""ESG a scam""}"
30-05-2022,"{""head"": ""Chris Hohn"", ""relation"": ""characterized"", ""tail"": ""ESG engagement as blah, blah, blah""}"
30-05-2022,"{""head"": ""Dogecoin"", ""relation"": ""spiked up by"", ""tail"": ""15% on Friday""}"
30-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""announced"", ""tail"": ""SpaceX merchandise will be available for purchase in Dogecoin""}"
31-05-2022,"{""head"": ""Tesla"", ""relation"": ""lostValue"", ""tail"": ""50%""}"
31-05-2022,"{""head"": ""Tesla"", ""relation"": ""stockDown"", ""tail"": ""28%""}"
31-05-2022,"{""head"": ""Short Sellers"", ""relation"": ""gainedProfit"", ""tail"": ""$7 billion""}"
31-05-2022,"{""head"": ""Short Sellers"", ""relation"": ""gainedProfit"", ""tail"": ""$60 billion""}"
31-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""jumped"", ""tail"": ""7.3%""}"
01-06-2022,"{""head"": ""Ford Motor Company"", ""relation"": ""wants to emulate"", ""tail"": ""Tesla Inc.""}"
01-06-2022,"{""head"": ""Ford Motor Company"", ""relation"": ""hasn't needed to advertise"", ""tail"": ""new F-150 Lightning plug-in pickup""}"
01-06-2022,"{""head"": ""Ford Motor Company"", ""relation"": ""stopped promoting"", ""tail"": ""Mustang Mach-E""}"
01-06-2022,"{""head"": ""Chevrolet"", ""relation"": ""will sell"", ""tail"": ""Tesla Killer of the Dearborn vehicle manufacturer at $30,000""}"
01-06-2022,"{""head"": ""Tesla Model 3"", ""relation"": ""entry-level electric vehicle"", ""tail"": ""costs $46,990 at base price""}"
02-06-2022,"{""head"": ""David Einhorn"", ""relation"": ""bet"", ""tail"": ""Tesla would fall""}"
02-06-2022,"{""head"": ""David Einhorn"", ""relation"": ""gained"", ""tail"": ""double digit""}"
02-06-2022,"{""head"": ""Big Tech stocks"", ""relation"": ""jumped"", ""tail"": ""2%-4%""}"
02-06-2022,"{""head"": ""VIX index"", ""relation"": ""measures"", ""tail"": ""market volatility""}"
02-06-2022,"{""head"": ""Area factories"", ""relation"": ""ran out of"", ""tail"": ""components""}"
03-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""warned"", ""tail"": ""super bad feeling about the economy""}"
03-06-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""plans"", ""tail"": ""cut salaried workforce by 10%""}"
03-06-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""rely"", ""tail"": ""more hourly workers""}"
03-06-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""down"", ""tail"": ""8.06% as of 12:24 PM ET""}"
03-06-2022,"{""head"": ""Baron Funds"", ""relation"": ""mentioned"", ""tail"": ""Tesla, Inc.""}"
04-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""increase in total headcount"", ""tail"": ""over the next 12 months""}"
04-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""unchanged salaried staff"", ""tail"": ""over the next 12 months""}"
04-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""worried about U.S. economy"", ""tail"": ""as per email sent on Thursday""}"
04-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""100,000 employees"", ""tail"": ""in 2021 including subsidiaries""}"
04-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""ultimatum on returning to office"", ""tail"": ""minimum 40 hours a week""}"
05-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""wants to cut"", ""tail"": ""10% of Tesla's headcount""}"
05-06-2022,"{""head"": ""Tesla"", ""relation"": ""fell"", ""tail"": ""9% after reports circulated about Elon Musk's plans""}"
05-06-2022,"{""head"": ""OPEC"", ""relation"": ""increased output"", ""tail"": ""650,000 barrels a day in July and August""}"
05-06-2022,"{""head"": ""Technology sector"", ""relation"": ""biggest detractor"", ""tail"": ""dragged down by Tesla's 9.2% drop""}"
05-06-2022,"{""head"": ""Tesla"", ""relation"": ""dropped"", ""tail"": ""2.5% on Friday""}"
06-06-2022,"{""head"": ""Tesla"", ""relation"": ""announced"", ""tail"": ""10-for-1 stock split""}"
06-06-2022,"{""head"": ""Tesla"", ""relation"": ""created"", ""tail"": ""additional shares""}"
06-06-2022,"{""head"": ""Tesla"", ""relation"": ""is trading"", ""tail"": ""$709""}"
06-06-2022,"{""head"": ""Tesla"", ""relation"": ""potential target price"", ""tail"": ""$176""}"
06-06-2022,"{""head"": ""Tesla"", ""relation"": ""rejection level"", ""tail"": ""$792""}"
07-06-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""CEO"", ""tail"": ""Elon Musk""}"
07-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""criticized"", ""tail"": ""Apple (AAPL)""}"
07-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""questioned"", ""tail"": ""Mark Zuckerberg""}"
07-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""criticized"", ""tail"": ""Bill Gates""}"
07-06-2022,"{""head"": ""Scammers"", ""relation"": ""used"", ""tail"": ""Tesla name""}"
08-06-2022,"{""head"": ""Tesla"", ""relation"": ""founder"", ""tail"": ""Elon Musk""}"
08-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""plan"", ""tail"": ""roll back platform moderation policies""}"
08-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""threaten"", ""tail"": ""walk back from Twitter deal""}"
08-06-2022,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""rose 1.25%""}"
08-06-2022,"{""head"": ""Twitter"", ""relation"": ""provide"", ""tail"": ""Elon Musk with raw daily tweet data""}"
09-06-2022,"{""head"": ""Tesla"", ""relation"": ""lost"", ""tail"": ""0.9 per cent""}"
09-06-2022,"{""head"": ""Tesla"", ""relation"": ""involved"", ""tail"": ""more than 100 accidents""}"
09-06-2022,"{""head"": ""US safety regulators"", ""relation"": ""widened"", ""tail"": ""probe into the Autopilot feature""}"
09-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""embroiled"", ""tail"": ""$44 billion takeover bid for Twitter""}"
09-06-2022,"{""head"": ""Tesla"", ""relation"": ""fell"", ""tail"": ""0.89% to $719.12""}"
10-06-2022,"{""head"": ""Tesla"", ""relation"": ""proposed"", ""tail"": ""three-to-one stock split""}"
10-06-2022,"{""head"": ""Tesla"", ""relation"": ""shareholders approved"", ""tail"": ""20-for-one stock split""}"
10-06-2022,"{""head"": ""Larry Ellison"", ""relation"": ""joined"", ""tail"": ""Tesla's board of directors""}"
10-06-2022,"{""head"": ""Larry Ellison"", ""relation"": ""owns"", ""tail"": ""1.5 per cent stake in Tesla""}"
10-06-2022,"{""head"": ""Larry Ellison"", ""relation"": ""pledged"", ""tail"": ""1bn""}"
11-06-2022,"{""head"": ""Microsoft"", ""relation"": ""disappointed"", ""tail"": ""TSLA""}"
11-06-2022,"{""head"": ""Tesla"", ""relation"": ""announced"", ""tail"": ""10% workforce reduction""}"
11-06-2022,"{""head"": ""Nasdaq"", ""relation"": ""down"", ""tail"": ""most""}"
11-06-2022,"{""head"": ""Russell 2000"", ""relation"": ""down"", ""tail"": ""most""}"
11-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""said"", ""tail"": ""crazy damages like this are responsible for high car insurance costs""}"
12-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""owns"", ""tail"": ""23.5% of Tesla""}"
12-06-2022,"{""head"": ""Larry Ellison"", ""relation"": ""is"", ""tail"": ""largest individual shareholder of Tesla after Musk""}"
12-06-2022,"{""head"": ""Larry Ellison"", ""relation"": ""owns"", ""tail"": ""1.5% stake in Tesla""}"
12-06-2022,"{""head"": ""Vanguard Group"", ""relation"": ""owns"", ""tail"": ""6% of Tesla shares""}"
12-06-2022,"{""head"": ""BlackRock"", ""relation"": ""owns"", ""tail"": ""5.1% of Tesla shares""}"
13-06-2022,"{""head"": ""SpaceX"", ""relation"": ""owned by"", ""tail"": ""Elon Musk""}"
13-06-2022,"{""head"": ""SpaceX"", ""relation"": ""sold"", ""tail"": ""$1.68 billion in new equity""}"
13-06-2022,"{""head"": ""SpaceX"", ""relation"": ""sold"", ""tail"": ""$1.72 billion offering""}"
13-06-2022,"{""head"": ""Tesla"", ""relation"": ""lost"", ""tail"": ""at least 5 per cent""}"
13-06-2022,"{""head"": ""Tesla"", ""relation"": ""fell"", ""tail"": ""more than 7%""}"
14-06-2022,"{""head"": ""Fremont"", ""relation"": ""is home to"", ""tail"": ""Tesla factory""}"
14-06-2022,"{""head"": ""Fremont"", ""relation"": ""ranked"", ""tail"": ""No. 1 for lowest separation and divorce rate""}"
14-06-2022,"{""head"": ""Fremont"", ""relation"": ""ranked"", ""tail"": ""No. 2 for lowest rate of depression""}"
14-06-2022,"{""head"": ""Tesla"", ""relation"": ""up"", ""tail"": ""2.4%""}"
14-06-2022,"{""head"": ""Brokerage"", ""relation"": ""believes"", ""tail"": ""Berlin could benefit Tesla and NIO""}"
15-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""stated"", ""tail"": ""to answer pre-submitted employee questions at virtual Twitter meeting.""}"
15-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""reiterated"", ""tail"": ""interest in owning Twitter.""}"
15-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""told"", ""tail"": ""Tesla employees to spend 40 hours a week in office.""}"
15-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""proposed"", ""tail"": ""those who don't comply should find a job elsewhere.""}"
15-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""backed away"", ""tail"": ""plan to rely on margin loans backed by Tesla shares for Twitter deal.""}"
16-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""accused of"", ""tail"": ""operating a pyramid scheme""}"
16-06-2022,"{""head"": ""dogecoin investor"", ""relation"": ""suing"", ""tail"": ""Elon Musk""}"
16-06-2022,"{""head"": ""Tesla Inc."", ""relation"": ""sued by"", ""tail"": ""dogecoin investor""}"
16-06-2022,"{""head"": ""Tesla"", ""relation"": ""started accepting"", ""tail"": ""dogecoin""}"
16-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""indicated that"", ""tail"": ""SpaceX will start accepting dogecoin""}"
17-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""accused of running"", ""tail"": ""a pyramid scheme via dogecoin""}"
17-06-2022,"{""head"": ""Keith Johnson"", ""relation"": ""sued"", ""tail"": ""Elon Musk for $258 billion""}"
17-06-2022,"{""head"": ""Dogecoin"", ""relation"": ""inflated"", ""tail"": ""by Elon Musk and his companies, Tesla and Space X""}"
17-06-2022,"{""head"": ""Dogecoin"", ""relation"": ""price"", ""tail"": ""no intrinsic value""}"
17-06-2022,"{""head"": ""Keith Johnson"", ""relation"": ""lost"", ""tail"": ""$86 billion in a crypto pyramid scheme""}"
18-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""uses"", ""tail"": ""camera vision for self-driving technology""}"
18-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""dislikes"", ""tail"": ""LiDAR technology""}"
18-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""jests"", ""tail"": ""Jeff Bezos' lifestyle""}"
18-06-2022,"{""head"": ""Bill Gates"", ""relation"": ""questions"", ""tail"": ""Elon Musk's intentions for Twitter""}"
18-06-2022,"{""head"": ""Twitter"", ""relation"": ""is the subject of"", ""tail"": ""conspiracy theories""}"
19-06-2022,"{""head"": ""Elon Musk"", ""relation"": ""gave thumbs up to"", ""tail"": ""video of a Tesla Model Y wading through water""}"
19-06-2022,"{""head"": ""Tesla Model Y"", ""relation"": ""can"", ""tail"": ""wade through water""}"
19-06-2022,"{""head"": ""Video"", ""relation"": ""was shared"", ""tail"": ""on Twitter by a Tesla owner and fan with over 58,000 followers""}"
19-06-2022,"{""head"": ""Tesla"", ""relation"": ""has shown"", ""tail"": ""flood-wading capabilities in several videos""}"
19-06-2022,"{""head"": ""Energy sector"", ""relation"": ""slumped"", ""tail"": ""more than 5 per cent as crude dived by a similar percentage""}"
21-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""layoffs"", ""tail"": ""10%""}"
21-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""stock price"", ""tail"": ""jumped by 9%""}"
21-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""cost cutting"", ""tail"": ""increased layoffs""}"
21-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""demand"", ""tail"": ""extremely high""}"
21-06-2022,"{""head"": ""Tesla Inc"", ""relation"": ""wait list"", ""tail"": ""long""}"
22-06-2022,"{""head"": ""Tesla Cybertruck"", ""relation"": ""design finalized"", ""tail"": ""None""}"
22-06-2022,"{""head"": ""Tesla Cybertruck"", ""relation"": ""production start"", ""tail"": ""mid-2023""}"
